second,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
0,0.0,6.68,8.0,5508.9819,2956.5313,6359.6965,3203.8561,1452.2273,1432.6549,1424.693,1053.5368,2874.9763,3199.9475,3735344.8206,3775278.0009,887.1237,0.576298,,,,,,,,544.391,away,0,0
1,1.0,7.16,7.52,5398.1386,2899.3394,6258.0695,3360.06,1597.6921,1475.862,1662.3928,1136.1418,3256.7563,2984.0032,5414504.5212,3861983.0601,993.8277,0.566513,145.46479,43.207104,237.699844,82.604922,106.703982,0.009785,-1.145431,543.391,away,0,0
2,2.0,6.16,3.44,5475.1762,3597.4277,5719.5432,3348.9324,1036.7775,907.2079,634.7803,529.6981,1944.3968,1733.22,1028042.9507,764838.1884,412.9608,0.331789,353.189693,305.930588,632.656201,344.524307,343.785425,0.122255,0.222254,542.391,away,0,0
3,3.0,6.04,4.96,5076.9944,3459.1028,5374.344,3501.5632,117.0917,394.7473,136.5193,769.2005,172.4708,295.8231,30707.024,272841.3543,300.6742,0.276755,542.021741,374.773944,587.857799,309.517025,266.61915,0.099848,0.257292,541.391,away,0,0
4,4.0,5.36,5.0,5088.1506,3491.2512,5135.9125,3505.7189,24.9668,78.8254,29.6788,145.5206,31.7888,50.2131,473.5447,3815.9609,49.935,0.209783,429.547522,360.060928,467.603472,388.057749,262.649158,0.091629,0.071597,540.391,away,0,0
5,5.0,5.04,5.52,5082.682,3498.3722,5117.8509,3499.4637,8.6582,52.949,14.5414,95.4528,10.8431,43.487,136.1878,3313.0702,35.9625,0.213805,346.89974,293.224026,377.110258,320.459758,212.913827,0.074108,-0.238559,539.391,away,0,0
6,6.0,4.88,5.28,5055.2484,3475.9846,5088.7008,3464.1542,32.2445,59.7526,55.828,98.9914,39.2602,60.6336,3150.5644,5644.4215,36.0193,0.077584,293.014161,245.487287,321.139648,267.639557,177.43766,0.08446,-0.339303,538.391,away,0,0
7,7.0,5.04,4.72,5042.4363,3454.6738,5095.7255,3434.2678,59.6766,120.5846,105.3971,189.1705,72.4011,126.6019,7364.9015,15390.8903,57.763,0.021995,255.073877,219.107963,282.34385,242.288075,155.195663,0.080336,-0.454905,537.391,away,0,0
8,8.0,5.04,6.0,5067.415,3476.7058,5113.6827,3457.5895,27.2958,98.8687,42.055,155.6401,37.4871,120.49,1611.9794,16282.7288,50.2951,0.095632,227.237245,194.43396,254.968625,216.193376,136.729698,0.079498,-0.536318,536.391,away,0,0
9,9.0,4.72,6.04,5051.325,3404.4454,5173.9133,3312.8466,98.4406,353.3793,118.2345,422.1266,149.7342,508.086,22321.6056,201898.155,159.4209,0.112552,209.893638,201.109149,235.103168,221.781502,133.662601,0.072545,-0.591373,535.391,away,0,0
