frame_index,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
0,0.0,3.6,4.0,5275.7248,4866.847,6873.2058,4394.2473,1009.8694,1186.1611,497.9438,1704.4516,1884.5679,1804.8998,656999.7621,2129866.4453,1672.2743,0.468691,,,,,,,,1656.477,away,0,0
1,1.0,3.96,4.0,5447.5076,4859.9848,6706.739,4444.8131,1133.3126,1271.3411,996.1529,1824.4251,2080.6676,1931.9067,920201.9436,2469026.9367,1328.9162,0.469914,123.443196,85.179927,498.20916,119.973574,343.358128,0.001223,-0.872881,1655.477,away,0,0
2,2.0,3.12,4.32,5670.8363,4704.4056,6460.1791,4236.5496,936.8263,1328.4401,1010.5274,1901.9137,1535.1745,2091.6399,322543.2213,3133793.7461,942.4369,0.454182,159.964748,71.139507,256.291826,98.731074,364.918672,0.008477,-0.948922,1654.477,away,0,0
3,3.0,3.44,5.04,6116.7071,3732.4503,6409.6356,3970.2309,1099.5247,1230.0468,863.2581,2096.6924,1996.4656,1752.9134,948040.3489,3255581.6458,521.4876,0.379911,160.875945,80.224118,219.950983,130.74694,383.595565,0.030409,-0.821574,1653.477,away,0,0
4,4.0,3.88,4.48,6372.3071,3521.5156,6433.7047,3813.0953,1181.2066,1137.2811,1072.5111,2000.8541,2146.3117,1436.3465,1500998.7555,2513932.7263,387.5985,0.381539,141.077441,83.359523,217.27647,122.01978,321.168935,0.023213,-0.908772,1652.477,away,0,0
5,5.0,3.56,3.8,6424.4492,3251.3295,6106.8005,3237.9915,1199.423,1138.2319,1000.675,1911.8722,2116.2611,1239.3059,1352916.4419,1850916.2432,332.7789,0.353827,116.505228,66.877775,188.188391,115.412191,267.899082,0.024113,-0.983608,1651.477,away,0,0
6,6.0,3.84,3.96,6459.9076,3044.4738,6110.7621,3082.0941,1253.2067,1200.5481,1210.3658,2079.238,2204.4988,1334.1656,1714028.1971,2112374.235,351.9841,0.385712,106.051639,66.117518,191.772132,124.071126,226.450105,0.025408,-0.999925,1650.477,away,0,0
7,7.0,3.52,2.84,6293.9535,2934.2653,5698.2937,2980.0067,1283.3615,1155.8423,1118.6622,1563.2731,2284.1195,1390.9587,1488966.9455,1447163.2716,634.6408,0.395946,95.209246,63.058691,177.476627,180.055954,234.479625,0.023241,-0.998572,1649.477,away,0,0
8,8.0,3.08,2.36,5861.5237,2414.9534,5131.6281,3077.1864,1509.0102,1338.5033,987.7163,947.4648,2714.441,1954.3279,1154392.4606,719467.0687,1166.2089,0.418832,111.514177,78.008978,171.660283,234.524995,271.61568,0.023196,-0.930216,1648.477,away,0,0
9,9.0,4.56,2.0,5475.6691,2776.0235,5000.3913,3537.4177,846.0466,441.4302,1015.8044,183.9604,1310.7614,681.6224,646312.7607,0.0,932.5295,0.314482,172.786341,169.016102,155.70781,293.300484,267.400532,0.032213,-0.735859,1647.477,away,0,0
