frame_index,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
0,0.0,3.4,2.04,6635.3517,4771.2798,5598.2767,4577.702,1424.1554,1255.4434,1679.9772,2348.1512,2631.0483,394.3457,3427272.7269,541870.6836,1055.0724,0.376442,,,,,,,,2121.494,away,0,0
1,1.0,5.0,3.0,6764.1522,4795.2396,5537.637,4476.3409,1453.3483,1297.481,1609.7702,2405.9249,2768.6946,677.2417,3616404.5257,970270.6965,1267.4891,0.463985,29.192927,42.037574,70.207008,57.773775,212.416742,0.087542,-0.896749,2120.494,away,0,0
2,2.0,4.24,3.0,6838.1808,4688.4357,5446.4035,4524.6132,1250.344,1327.333,1128.5257,2378.8686,2328.5775,1030.3077,2142384.2249,1451229.9857,1435.2249,0.405852,116.098597,35.944783,275.72574,42.415081,190.076283,0.072838,-0.80334,2119.494,away,0,0
3,3.0,3.0,3.0,6883.8135,4211.5281,5262.0991,4461.224,1078.696,1454.7587,657.4056,2569.365,1850.9197,1220.2076,468049.4602,1935970.1099,1641.2592,0.49109,134.615061,66.438441,340.857199,91.775542,195.395601,0.076971,-0.674819,2118.494,away,0,0
4,4.0,2.92,3.0,6989.4874,4289.5807,5059.7799,4360.1224,1027.4488,1606.427,421.477,2807.872,1811.3881,1380.2036,224305.1342,2278110.7304,1935.2958,0.485337,113.773117,87.74591,314.625053,128.458393,220.055862,0.059166,-0.751276,2117.494,away,0,0
5,5.0,2.0,3.92,6884.4673,4632.8472,5097.2435,3723.4372,896.6864,1617.011,179.5578,2572.7079,1423.2953,2221.3788,0.0,4196451.3973,2011.7729,0.418452,117.170962,72.313529,300.083894,149.799527,191.340115,0.06071,-0.767254,2116.494,away,0,0
6,6.0,1.72,3.4,6775.9484,4284.0742,5404.3023,3538.1,559.077,1330.1656,99.885,1864.8901,887.5482,1854.5413,0.0,2023913.1504,1606.8446,0.293787,153.910709,108.068853,263.348704,242.802579,226.938146,0.071369,-0.604767,2115.494,away,0,0
7,7.0,2.12,3.96,6769.9704,4505.7002,6048.1165,3495.9744,1038.5259,1287.3369,362.958,2104.6598,1684.6671,1661.5681,86821.5006,2901660.3278,1250.2317,0.454568,200.416163,98.748831,263.309319,242.369314,245.463123,0.084142,-0.494532,2114.494,away,0,0
8,8.0,2.84,4.24,6639.5618,3657.469,6241.7149,3398.8536,1364.4303,1174.182,963.9748,2074.5834,2404.1329,1420.0013,535181.856,2520443.0291,507.3464,0.459989,216.102196,100.549583,305.522751,215.832701,307.640887,0.074302,-0.482809,2113.494,away,0,0
9,9.0,2.96,5.12,6800.8925,3569.7453,6312.1828,3193.8472,1373.9256,1106.805,935.6058,1992.6844,2466.1444,1421.5706,849921.6131,2524935.233,619.4075,0.409808,193.145875,96.863741,274.727886,200.951177,285.909802,0.071622,-0.558179,2112.494,away,0,0
