second,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
0,0.0,8.76,9.88,7260.6559,3319.824,5074.8722,3591.3629,1268.4388,1540.4754,2032.848,1839.2578,1589.9489,3675.4745,4638169.2757,6947079.3679,2202.645,0.689598,,,,,,,,,,0,0
1,1.0,8.44,9.4,7112.9526,3334.5033,5186.6843,3572.4716,1324.9408,1585.2354,2164.4654,1946.9766,1689.2333,3696.9643,5097237.8552,7447756.8001,1941.4067,0.681318,56.502046,44.760015,131.617324,107.71876,261.238233,0.008281,-1.165986,,,0,0
2,2.0,9.0,7.04,7103.2871,3615.8927,5677.0451,3341.7712,1600.4114,1467.6702,2192.9769,1570.7368,2551.3781,3060.9796,8001361.1658,4757884.7823,1460.4646,0.624389,165.986296,81.162627,80.064434,241.979253,371.090214,0.032605,-0.811266,,,0,0
3,3.0,7.56,5.76,7194.0806,3545.5873,6099.4937,3164.3637,1555.4604,1347.0258,1820.8,1237.8073,2776.4442,2616.1957,5894055.0707,3005341.6398,1224.5956,0.542071,125.641188,94.3232,177.435254,272.296019,326.016463,0.049176,-0.712251,,,0,0
4,4.0,6.28,3.84,5514.2056,3427.8146,5350.5614,2711.9198,825.4132,456.2417,947.1034,396.3327,1323.512,787.557,1903763.7696,212573.0901,789.7653,0.182343,276.742677,293.438421,351.500591,414.590652,353.219922,0.126814,0.149861,,,0,0
5,5.0,5.08,4.0,4937.8799,3464.7841,4943.0424,3464.3171,17.3787,4.9896,24.8039,9.413,3.8227,3.3452,66.0223,3.6974,8.0703,0.004092,383.001048,325.001157,465.660371,409.056455,438.914939,0.137101,0.434097,,,0,0
6,6.0,5.48,3.96,4943.9846,3464.1303,4940.9648,3463.904,2.8605,7.6587,5.4972,14.309,2.5937,3.8677,9.7395,8.3584,3.0289,0.0,321.587238,271.279145,391.268096,341.696369,366.602684,0.114933,0.105539,,,0,0
7,7.0,3.2,3.16,5522.7137,3127.1252,5415.0448,3122.7653,458.5344,417.4337,461.5514,537.9716,698.0536,683.9711,499154.0354,593216.6316,189.8327,0.14807,340.742473,291.064262,400.523253,367.69154,340.917134,0.119667,0.16328,,,0,0
8,8.0,3.64,5.56,5446.162,2610.5798,5468.5563,2424.5616,1294.3654,1066.7099,941.4614,1151.5204,2362.5838,1695.2607,1626458.0595,1817113.5142,402.369,0.350602,402.628535,335.840758,410.446602,398.4237,324.869534,0.130025,0.31469,,,0,0
9,9.0,3.52,4.8,5520.7395,2072.0873,5472.8639,1813.6403,1357.8014,1156.582,572.0593,754.655,2736.7469,2144.816,547197.7552,600264.7847,481.254,0.34647,364.940482,308.510904,405.886105,398.25055,297.537918,0.116037,0.170796,,,0,0
10,10.0,2.52,3.96,4494.8643,2584.816,4626.6708,1487.9304,1909.2942,926.3481,877.5258,656.6544,3322.1189,1676.2112,1023138.8908,83911.8921,1355.8575,0.303584,383.595714,300.683202,395.844143,368.225557,355.244471,0.108722,0.16051,,,0,0
11,11.0,0.84,3.72,5377.7027,5789.5913,2616.8962,1617.1337,0.0,1520.4545,0.0,1935.5049,0.0,2349.9297,0.0,2300834.5922,5639.4547,0.379879,568.874933,355.617842,470.434991,485.338733,757.480373,0.115523,0.758782,,,0,0
