second,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
0,0.0,10.4,7.88,6586.3885,3585.2896,5364.695,3072.6799,1691.5744,1609.7612,2419.3947,2325.4758,3550.5524,2661.1108,8525874.6519,7045118.4422,1333.0542,0.6392,,,,,,,,1669.533,away,0,0
1,1.0,6.4,8.32,6053.984,3530.6115,5262.1669,3093.2438,1497.6406,1613.6683,2107.4056,2770.812,2680.2988,2676.0172,4021547.0752,8285469.7263,949.7507,0.594367,193.933799,3.907129,311.989141,445.336152,383.303436,0.044833,-0.537432,1668.533,away,0,0
2,2.0,5.0,7.0,5943.0662,3702.4193,5161.3507,3308.2458,1704.2723,1290.6667,2018.0627,2016.7255,3063.1023,2139.2704,4810271.2521,4335613.0562,882.6518,0.578428,200.282717,163.454358,200.666006,599.711289,225.201165,0.030386,-0.560255,1667.533,away,0,0
3,3.0,5.0,6.4,6003.6176,4133.136,5132.2217,3468.4798,1847.2789,1294.1947,2074.6532,1614.3474,3438.7802,2373.5644,5510525.5813,3840825.2952,1103.5895,0.578956,181.190697,110.14556,152.640833,533.933577,223.779982,0.020433,-0.703678,1666.533,away,0,0
4,4.0,5.0,6.48,5990.7491,4687.3605,5230.8685,3631.6283,1640.6479,1434.9264,1977.2754,1925.2353,2959.2169,2557.5446,4548723.3283,4947406.4692,1307.4178,0.589003,187.550771,117.792091,138.825088,478.17217,218.792067,0.017837,-0.737196,1665.533,away,0,0
5,5.0,5.24,6.84,5886.9936,4976.496,5265.1511,3857.2015,1536.8684,1655.5849,1848.3738,2419.1592,2778.0287,2933.5698,3883661.014,7037963.9783,1284.3749,0.638789,170.796528,138.365378,136.840383,481.322506,179.64224,0.024227,-0.729513,1664.533,away,0,0
6,6.0,6.72,7.04,5964.8821,5618.6381,5567.209,4257.3997,1566.8831,1797.9604,1704.3457,2335.556,3048.1423,3468.4926,4731711.9113,8413565.8535,1458.1727,0.572499,147.332891,139.033735,138.03833,415.035944,178.668178,0.031237,-0.744244,1663.533,away,0,0
7,7.0,8.68,7.32,6565.287,5528.9734,6164.758,4345.9736,1616.5836,1872.0063,2002.9063,2282.7111,3341.4731,3828.7255,6361414.5111,9118542.0989,1257.7625,0.528211,133.385405,129.749748,160.970075,363.294371,181.77419,0.033102,-0.762366,1662.533,away,0,0
8,8.0,7.44,4.84,6544.5061,4697.0037,6303.0872,4250.4423,1359.8324,2103.4236,1485.1291,2479.9176,2518.2319,3410.0419,4035215.8098,5798418.5905,950.1152,0.503392,148.806127,142.458199,205.57097,342.533389,197.508326,0.032066,-0.726171,1661.533,away,0,0
9,9.0,6.24,3.76,3896.6392,3935.4415,4749.9604,2849.2287,724.299,3019.5314,716.9527,4512.6043,669.6275,2064.6699,76488.4814,156065.3045,1738.2808,0.263281,202.88693,228.419269,268.082681,530.328198,263.136908,0.055182,-0.385048,1660.533,away,0,0
10,10.0,6.6,3.52,6001.4552,4483.7999,5158.7935,2701.2479,770.5379,512.7298,702.9632,777.3722,951.364,409.0706,57749.8726,37202.0332,2060.191,0.224536,187.222123,456.257505,242.673357,850.818586,269.014237,0.053539,-0.124756,1659.533,away,0,0
11,11.0,8.68,7.56,4158.8328,3228.9009,4341.9519,3266.6725,654.6728,567.075,633.0898,1118.7487,294.8649,340.3458,100580.4419,401121.2707,273.2943,0.203946,179.415249,461.301315,218.461789,840.422614,409.37356,0.051114,-0.076182,1658.533,away,0,0
