second,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
0,0.0,8.8,10.0,6805.825,3382.1475,5088.6189,3515.3969,1873.6541,1528.3819,1758.243,1556.9896,4369.1017,3810.2433,8703062.607,6482661.7538,1728.4976,0.666862,,,,,,,,320.44,away,0,0
1,1.0,9.6,9.96,6607.0336,3529.4688,5091.673,3494.504,1886.3491,1625.8338,2033.3135,1927.4721,4271.7346,3935.8508,9857140.7964,7952039.6624,1537.7021,0.668208,12.695015,97.451948,275.070527,370.48248,190.795584,0.001346,-1.000846,319.44,away,0,0
2,2.0,9.8,9.88,6499.229,3517.4326,5703.8526,3784.1783,2040.7413,2048.6276,2229.9714,1693.9037,4840.694,5421.3175,11642427.9554,7502681.3977,854.6509,0.621414,83.543616,260.122861,235.864219,302.025459,436.923389,0.02407,-0.623443,318.44,away,0,0
3,3.0,8.52,8.48,6400.9461,2913.861,6149.0062,4031.6012,1629.162,2113.8328,2320.7395,1406.73,3108.3884,4847.7405,7457950.4004,6059609.1931,1157.9851,0.596377,192.888861,195.150303,187.498815,297.074844,392.393669,0.024392,-0.633313,317.44,away,0,0
4,4.0,6.76,6.04,6727.3775,3084.1724,6403.2364,3098.3586,1608.9792,1642.7544,1657.6398,1316.4113,2947.03,3184.9739,5382399.884,4230950.4509,634.7583,0.492307,149.712339,264.132318,306.399019,245.38582,425.101959,0.044312,-0.465132,316.44,away,0,0
5,5.0,6.88,4.16,4638.1349,3125.2234,4538.0753,3089.6477,483.6918,516.6066,664.9844,500.1688,709.9973,707.482,614390.8161,623304.6632,123.2402,0.158506,344.827346,436.535416,443.650303,359.557145,442.385184,0.10221,0.238701,315.44,away,0,0
6,6.0,7.0,4.0,3840.9231,3090.3642,3796.4218,3070.2101,110.7235,166.021,217.8035,269.4281,144.6108,134.8146,14132.0952,5718.1757,48.8689,0.0,349.517516,422.210455,444.23873,338.087738,381.049541,0.111592,0.233401,314.44,away,0,0
7,7.0,7.0,4.76,3882.8431,3123.2728,4021.965,3128.7813,123.6639,447.5552,188.3017,758.9399,180.3075,239.2252,18270.91,57735.4768,166.7913,0.089442,301.435075,402.113859,384.990593,359.719735,343.459956,0.108428,0.122104,313.44,away,0,0
8,8.0,5.8,4.0,6244.1382,4026.4377,5977.7439,4399.5871,832.023,798.6898,1239.0548,1121.0856,1119.6354,876.6057,857037.1256,246220.8235,537.3918,0.242675,352.30058,395.741441,468.210896,360.022985,346.852527,0.114029,0.230213,312.44,away,0,0
9,9.0,5.6,4.4,8616.7014,4209.5976,8344.766,4670.7332,1140.3802,670.9645,943.7953,485.6091,2280.3144,1163.3495,365570.9049,137944.4834,566.4877,0.247637,347.417984,365.961862,448.994071,390.628932,311.546231,0.10191,0.129843,311.44,away,0,0
