second,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
0,0.0,8.28,6.0,5585.5497,2955.7433,6390.6399,3771.8149,1862.5643,1400.4668,2363.5553,1827.5905,3175.7367,1949.7126,9319191.4704,3345722.9628,1153.1724,0.635288,,,,,,,,,,0,0
1,1.0,4.44,5.6,6192.8425,3066.3191,6805.2272,3997.5488,1517.1718,1750.8278,1206.6299,2113.4548,2908.2801,3023.6398,4157202.9281,6085193.0255,1137.8542,0.514045,345.392524,350.360986,1156.92542,285.864336,15.318205,0.121243,0.201323,,,0,0
2,2.0,0.0,1.12,,,9308.3041,2374.2074,,2165.818,,2343.664,,2548.2546,,0.0,,0.189024,345.392524,382.675592,1156.92542,258.036738,15.318205,0.223132,0.704427,,,0,0
3,3.0,1.6,3.6,3620.3223,3510.7429,7640.7859,3547.1223,318.3182,3009.6754,477.5322,5073.6375,333.8422,2158.1362,234036.7924,7487740.9522,3711.4632,0.370777,345.392524,536.402853,1156.92542,1082.015671,15.318205,0.209339,1.075179,,,0,0
4,4.0,1.2,3.2,4350.4431,5227.0659,7791.4552,4787.0368,379.1225,3043.2086,507.739,5016.3156,331.7868,2805.8527,0.0,7763311.3116,3311.3562,0.327299,203.098403,410.685447,593.566091,825.842236,207.712598,0.167874,0.42438,,,0,0
5,5.0,0.36,1.72,1617.3963,5155.0352,8464.2105,4026.7768,0.0,1502.5739,0.0,1884.9709,0.0,1487.9689,0.0,0.0,6278.516,0.228311,261.773103,636.675306,564.957049,1286.942727,1127.528325,0.154097,1.07227,,,0,0
6,6.0,0.0,0.6,,,6785.1162,2613.084,,0.0,,0.0,,0.0,,0.0,,0.0,261.773103,780.991732,564.957049,1386.614085,1127.528325,0.166466,1.271237,,,0,0
7,7.0,4.76,3.0,5807.0794,4324.8298,6231.5043,3965.1801,791.0961,943.4602,1298.6974,1183.2047,1414.7105,1762.262,2416802.6768,2618973.4109,824.0346,0.303405,261.773103,804.201509,564.957049,1357.555601,1127.528325,0.186029,1.369958,,,0,0
8,8.0,10.64,5.96,5337.3431,4837.357,6037.1408,4073.399,1554.8215,1789.0842,2384.4446,1726.1078,3653.4939,3890.1816,7027216.1215,5897090.2868,1040.3697,0.532326,387.261182,809.37933,695.154588,1255.724041,899.73003,0.19139,1.410719,,,0,0
9,9.0,10.76,6.52,5370.9794,4779.6568,6189.7116,3893.8737,1455.9926,1531.5918,2321.8441,2030.2496,3193.0229,3142.0706,5953069.29,5802203.951,1213.4927,0.526665,329.574714,748.058568,568.643783,1149.992674,754.408611,0.170753,1.079626,,,0,0
10,10.0,10.04,7.64,5517.8438,4468.1433,6172.5622,3727.9962,1240.4032,1445.9516,2232.4963,2028.3837,2299.053,2914.4965,4237169.9765,5508368.7102,1005.0509,0.481307,310.57716,681.816727,488.761112,1035.179988,663.414141,0.158214,0.846487,,,0,0
11,11.0,9.84,7.88,5550.1314,4676.4138,6095.9011,4115.2583,1350.3383,1495.6782,2306.0924,2114.4569,2590.9988,2930.2727,5244270.448,6337709.6439,784.4554,0.51123,271.334242,651.753282,308.206221,1015.200873,697.627024,0.149082,0.683875,,,0,0
12,12.0,7.64,6.4,5220.7298,4827.7643,5881.8198,4505.5426,1725.459,1705.2118,2303.4524,2018.7063,3405.299,3332.5071,6611775.6535,6500512.81,831.4839,0.47818,286.160882,631.207627,264.553911,1001.75502,604.68438,0.119885,0.47949,,,0,0
13,13.0,7.56,6.16,5086.6867,5208.6886,5765.1807,5003.0852,1842.9162,1661.8766,1734.0046,1561.7052,4049.3674,3315.3446,6230839.9131,5575058.5814,795.4498,0.422104,265.072918,551.155408,302.665647,774.457773,533.603092,0.107317,0.247761,,,0,0
14,14.0,5.52,5.08,4732.3756,4714.9386,4894.0987,4776.6863,1845.7935,1611.7755,1254.8499,1609.5354,4043.4088,3162.6703,4389836.8155,4514890.4681,347.6795,0.426936,257.832057,552.812201,358.784138,773.5086,539.561011,0.103453,0.25119,,,0,0
