second,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
0,0.0,9.92,7.6,5388.8421,3521.9741,6758.5745,3406.3599,2001.6231,1391.2878,2343.6025,1584.679,4515.7704,2868.3446,9848951.9302,4972378.4864,1374.8333,0.626394,,,,,,,,1173.28,away,0,0
1,1.0,9.48,5.2,5404.3836,3403.9466,6324.5318,3361.6371,2091.9639,1210.4695,2655.9558,1110.8848,4207.6082,2357.5913,11946797.3705,2585720.1248,942.1199,0.639402,90.340825,180.81825,312.353311,473.794219,432.713323,0.013009,-0.667324,1172.28,away,0,0
2,2.0,7.04,3.88,5230.6023,2757.6417,6012.7356,2752.1323,1430.6742,992.9903,1873.2797,988.496,2777.7097,1708.6623,5148628.1463,1107845.1082,805.3749,0.510974,375.815276,199.148749,547.514692,298.091523,284.729201,0.070719,-0.149816,1171.28,away,0,0
3,3.0,6.0,3.2,5119.2036,2894.6909,5769.6702,2269.6968,1881.3528,1437.714,1404.1147,809.5804,3800.2178,2723.7961,3137424.5826,253879.0141,928.7647,0.442096,400.76973,281.007061,521.398122,258.36623,230.949432,0.070105,-0.127829,1170.28,away,0,0
4,4.0,6.0,3.24,5186.7666,2859.797,5747.2422,2309.8562,1716.4572,1418.2668,1417.0237,846.1075,3594.0682,2684.5146,3179223.6377,59735.4438,791.4697,0.478531,341.801201,215.617096,394.275823,202.906455,207.535831,0.061688,-0.3711,1169.28,away,0,0
5,5.0,6.0,3.2,5153.9609,2729.1244,5817.9554,2525.0017,1542.9497,1300.5855,1463.8127,956.5166,3229.6847,2414.0851,3084626.3632,608772.7138,756.6502,0.490084,308.142455,196.029923,324.778459,184.406988,172.992567,0.051661,-0.524853,1168.28,away,0,0
6,6.0,5.96,4.92,5099.3465,2665.7012,6141.1054,3093.9783,1349.6138,1370.3098,1517.6576,1303.3998,2592.1677,2584.2715,2934328.7213,2881912.679,1163.1577,0.534068,289.008029,174.978983,279.622866,211.486361,211.91172,0.050381,-0.556987,1167.28,away,0,0
7,7.0,6.6,6.32,4987.0394,3109.0958,6166.2065,3527.9678,1958.647,1401.257,1970.6636,1049.5651,3603.9316,2782.8256,7783111.2931,3263019.1711,1308.203,0.57925,334.725901,154.403008,304.391886,217.536133,202.359376,0.049639,-0.524342,1166.28,away,0,0
8,8.0,6.6,8.0,5065.1898,3014.9781,6461.8348,2960.0628,2045.0701,1254.0667,2191.7404,1250.7053,3760.6975,2448.3847,8872894.7142,3893181.6396,1420.7185,0.583502,303.688063,153.501417,293.977498,215.486643,191.128894,0.043965,-0.591142,1165.28,away,0,0
9,9.0,6.08,8.12,5613.9081,2904.6583,6558.0763,2643.4136,2147.5086,1276.8131,2565.8543,1191.5251,3269.9964,2372.6835,9165933.0149,3785098.6146,980.338,0.511045,281.326997,138.973077,302.881543,198.11926,218.823526,0.047131,-0.595391,1164.28,away,0,0
10,10.0,4.8,9.16,6195.8985,2236.7372,6777.0381,2449.4573,1452.5107,1190.9028,2382.961,1553.1967,1558.6641,1748.3089,3921831.9016,4415256.1988,731.7813,0.445229,322.694087,133.666795,290.882716,214.474496,221.796838,0.049,-0.552233,1163.28,away,0,0
