second,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
0,0.0,9.08,8.4,5605.2474,3421.6863,6682.7405,3660.3167,1750.4543,1229.3265,1591.1918,1833.5201,3778.669,2287.1319,6557978.5174,4782988.8101,1104.2097,0.593223,,,,,,,,1656.477,away,0,0
1,1.0,9.16,8.0,5704.4803,3375.0718,6395.0743,3659.7511,1862.4372,1318.3977,1963.657,1867.6118,3972.4661,2435.0322,7259860.2772,5463732.7172,748.1829,0.59856,111.982993,89.071187,372.465137,34.091719,356.026797,0.005337,-1.048446,1655.477,away,0,0
2,2.0,8.36,8.08,5823.8525,3076.4401,6173.9522,3452.8412,1807.4444,1417.3933,2171.3579,2031.7845,3736.8143,2768.4136,7221987.4282,6111462.3086,564.1413,0.593772,83.487908,94.033411,290.083008,99.132187,270.034216,0.005063,-1.121795,1654.477,away,0,0
3,3.0,8.28,8.44,6091.6716,2715.1137,6213.5479,3186.1366,1671.298,1470.826,2302.5813,2136.158,3315.9902,2937.1713,7019876.2062,6372294.4424,496.8712,0.545615,101.040749,80.499821,237.129818,100.87931,202.446182,0.019427,-1.101807,1653.477,away,0,0
4,4.0,8.56,8.24,6307.8072,2502.2894,6330.9272,2909.29,1647.9706,1521.7408,2458.3183,2084.0778,3079.875,3138.519,7369349.6671,6223846.7034,411.4565,0.526012,81.612417,73.103571,216.781616,88.679556,173.188309,0.019471,-1.155935,1652.477,away,0,0
5,5.0,7.96,7.28,6416.0298,2416.2909,6194.2369,2400.4337,1599.8128,1451.5012,2388.6785,2102.1412,2885.2775,2745.3125,6821075.8438,5101899.2178,280.4881,0.457039,74.921497,72.530771,187.353246,74.556328,164.744333,0.029372,-1.136108,1651.477,away,0,0
6,6.0,8.24,7.0,6531.116,2176.2143,6063.8729,2197.6769,1554.9216,1530.7808,2204.7917,2030.3735,2794.1237,2999.4982,6555139.4386,5309687.9308,482.7988,0.465965,69.916439,73.655573,186.775508,74.091556,171.005403,0.025964,-1.154973,1650.477,away,0,0
7,7.0,8.48,5.92,6249.3967,1836.1134,5762.9478,1901.8418,1589.7939,1518.0578,2284.8414,2002.7459,3002.5982,2952.9903,6859486.1869,5202427.2742,499.0787,0.487617,64.910137,64.950914,171.528956,67.453845,148.901761,0.025348,-1.192222,1649.477,away,0,0
8,8.0,5.36,5.36,5820.0954,1838.1027,5505.3855,1744.5432,1493.6576,1605.3637,1218.4818,1625.9798,2986.8876,2997.8183,2854763.766,3174221.6202,520.2676,0.471614,68.813418,67.745286,283.382788,106.117876,132.93765,0.02418,-1.12365,1648.477,away,0,0
9,9.0,5.92,4.04,5925.8779,3573.9704,5863.3564,4029.554,1077.055,746.314,202.8233,222.9306,2133.3612,1363.5055,110729.72,92151.2841,466.3242,0.337156,107.456651,155.667994,364.746749,250.221354,124.160508,0.036433,-0.839386,1647.477,away,0,0
