second,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
0,0.0,8.8,7.08,6499.2656,3531.178,5212.416,3298.2565,1916.5668,1781.6227,2333.4154,1970.6492,4149.7532,3512.7827,10030613.373,6399737.2559,1315.1722,0.630676,,,,,,,,2673.32,away,0,0
1,1.0,6.48,5.44,6376.3507,3303.306,5583.6422,3589.9577,1521.7041,1663.3411,1990.551,1792.9483,2926.8712,3232.2448,5729686.286,3821971.74,1135.2548,0.552323,394.862617,118.281523,342.864473,177.700957,179.917384,0.078353,-0.387926,2672.32,away,0,0
2,2.0,1.56,1.88,5676.5599,6044.0742,5356.1459,5677.6215,351.5797,487.1214,620.4659,472.1077,215.0981,881.5776,56711.5372,468902.2222,857.6147,0.165871,782.493521,647.250611,856.47475,749.270756,228.778744,0.232402,1.674531,2671.32,away,0,0
3,3.0,2.72,5.0,5944.5399,6478.9751,5284.9506,5656.2717,1139.3021,1241.3027,1908.0776,1988.5271,547.0678,1810.9284,188277.3861,3645724.7897,1190.6489,0.356178,784.236465,682.894163,1000.18705,1004.986958,263.530553,0.21837,1.838183,2670.32,away,0,0
4,4.0,1.4,4.24,4405.2426,6689.321,3741.5814,5717.8473,558.4494,2101.6644,857.6145,3386.559,250.3901,2724.8693,0.0,5568539.7181,1320.7888,0.41189,733.390513,727.261057,1012.756069,1103.248195,230.182889,0.177706,1.65352,2669.32,away,0,0
5,5.0,2.56,4.0,2832.5517,6282.3041,2549.9339,5698.4198,883.1859,1493.4043,1551.8433,2069.7049,621.4952,2095.4831,716329.7696,2106872.2816,750.5313,0.278657,651.659717,703.460866,949.050618,1145.969367,298.197809,0.168811,1.544474,2668.32,away,0,0
6,6.0,1.72,3.68,2920.3096,6162.2076,2857.1165,5723.8635,632.9477,1947.2849,975.6443,3021.5323,233.0302,2252.1555,0.0,2557308.809,877.7636,0.274115,584.756146,661.864146,886.90867,1113.61236,269.703568,0.141433,1.254397,2667.32,away,0,0
7,7.0,1.8,2.48,2515.6602,6460.8634,3329.2037,5464.7708,1107.2562,2777.2121,1674.7282,4217.4415,577.7796,2433.8876,0.0,808895.6802,1349.3617,0.40963,568.977922,685.873153,860.076554,1125.369055,298.545638,0.140588,1.262557,2666.32,away,0,0
8,8.0,0.0,0.0,,,,,,,,,,,,,,,568.977922,685.873153,860.076554,1125.369055,298.545638,0.140588,1.262557,2665.32,away,0,0
9,9.0,0.0,0.0,,,,,,,,,,,,,,,568.977922,685.873153,860.076554,1125.369055,298.545638,0.140588,1.262557,2664.32,away,0,0
10,10.0,0.0,0.0,,,,,,,,,,,,,,,568.977922,685.873153,860.076554,1125.369055,298.545638,0.140588,1.262557,2663.32,away,0,0
11,11.0,0.0,0.0,,,,,,,,,,,,,,,597.99714,780.471758,946.278567,1283.313738,318.317014,0.15096,1.537637,2662.32,away,0,0
12,12.0,0.08,0.0,-199.2394,4972.8042,,,0.0,,0.0,,0.0,,0.0,,,0.0,483.571682,701.32217,861.517275,1275.808375,326.452396,0.103862,1.097767,2661.32,away,0,0
13,13.0,0.0,0.0,,,,,,,,,,,,,,,407.534015,688.107396,754.993682,1215.655627,324.806952,0.082251,0.830837,2660.32,away,0,0
14,14.0,2.48,4.72,5635.1671,6625.247,4252.631,5146.7373,1501.4399,2427.4093,2867.5369,3932.0074,1134.2705,3080.3288,558211.7468,17431617.1594,2042.6624,0.536729,349.761134,630.689281,656.503867,1154.863535,389.69597,0.091097,0.741272,2659.32,away,0,0
15,15.0,2.0,6.52,5414.2069,6733.1098,5301.1926,5225.7162,946.0094,3218.9087,1604.1298,5735.959,464.8616,3708.5305,158106.6338,24501491.5612,1786.9878,0.524204,426.659146,691.76904,846.229957,1317.22938,284.835015,0.050861,0.759948,2658.32,away,0,0
16,16.0,4.4,6.48,6779.5423,6269.8355,4957.0276,5117.492,1929.6162,2596.7886,3695.7754,4390.1041,1116.6155,3254.9743,2830785.2893,15972530.1375,2177.0936,0.525584,671.115335,747.848889,1351.378842,1448.571919,372.459502,0.049807,1.369493,2657.32,away,0,0
17,17.0,3.8,5.44,5765.4073,5070.7481,4466.2525,4590.9715,1840.9845,1730.8023,3126.5074,2449.543,1202.8762,2682.2287,1729754.0785,7528835.9195,1501.2423,0.40024,542.556371,759.868592,1308.106889,1696.789193,440.54394,0.046417,1.377945,2656.32,away,0,0
18,18.0,9.4,2.24,6075.9992,4358.1687,5290.887,4040.9397,527.29,465.8379,1087.6268,582.2512,663.404,499.8626,821100.8056,51065.4806,885.3638,0.229281,735.340903,886.14254,1490.800326,1739.414861,484.377557,0.077552,1.933932,2655.32,away,0,0
19,19.0,11.4,2.2,6566.6891,4988.4188,5599.4728,3689.796,867.2107,815.3983,1201.9094,1023.2886,1846.5243,975.6298,2638731.8227,758418.867,1709.5665,0.397856,656.256851,778.826119,1215.49678,1479.739369,552.342576,0.095757,1.659013,2654.32,away,0,0
20,20.0,10.4,1.72,6308.0311,4138.3777,6409.221,3405.3075,1026.2212,234.9772,1318.9553,78.9681,924.6582,366.3932,1948745.6607,0.0,931.1858,0.365251,573.382464,745.758626,1032.421641,1390.502892,590.015602,0.085231,1.397588,2653.32,away,0,0
21,21.0,12.4,2.04,6835.2226,3807.1071,6915.4958,3571.8005,441.1789,328.1258,843.032,178.1042,483.427,497.8037,737013.0719,27197.8423,280.5476,0.151673,575.048154,652.528622,952.921877,1206.021924,598.675972,0.103567,1.303084,2652.32,away,0,0
22,22.0,12.64,3.24,6922.1963,3830.5512,6514.0794,3767.8665,1070.8196,1012.987,2224.5473,1617.1215,559.8546,878.5153,1492056.6755,736486.3888,419.3722,0.369566,581.872213,656.570191,1006.496056,1235.146347,541.194557,0.117857,1.392897,2651.32,away,0,0
23,23.0,10.64,3.92,6810.1111,3704.6376,6638.1333,3537.6104,1240.3526,1600.7974,2183.2129,3185.2932,254.4134,532.4706,954776.6799,964514.8857,542.2883,0.403498,536.056748,648.930216,899.255874,1272.149161,494.719176,0.108532,1.237173,2650.32,away,0,0
24,24.0,9.72,3.96,6420.4635,3987.115,5737.0775,3845.4266,641.1887,1033.1227,1176.5039,1527.9732,537.8553,926.0042,630648.7762,947497.2707,824.691,0.27659,542.367462,640.804663,910.001189,1310.666245,473.487519,0.11037,1.256703,2649.32,away,0,0
25,25.0,4.92,2.24,6444.077,5469.0646,5772.2785,5488.1042,358.7357,680.6126,484.271,605.7344,692.5527,1093.0911,816019.1007,1181141.9495,693.6384,0.265131,515.069706,596.905738,852.883765,1222.494967,461.025315,0.110263,1.123948,2648.32,away,0,0
26,26.0,1.0,1.0,6302.4681,5805.5256,5802.2711,5954.6561,26.7757,0.0,41.01,0.0,12.373,0.0,0.0,0.0,521.9127,0.171632,449.90502,602.754985,688.045313,1148.482908,439.1873,0.119475,0.990877,2647.32,away,0,0
27,27.0,0.36,0.72,6245.7153,5823.004,5817.569,5949.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.8047,0.084818,443.71942,516.156355,635.219511,954.426804,379.112963,0.115622,0.752994,2646.32,away,0,0
28,28.0,5.36,2.08,6713.0466,4376.5626,5478.1194,4611.4453,739.0567,879.0459,1131.9779,826.9298,986.6141,1350.3826,1239802.0009,314656.983,1366.9684,0.296786,386.255636,477.564503,544.529238,850.390598,409.541495,0.119723,0.619389,2645.32,away,0,0
29,29.0,10.12,4.24,6789.6449,3692.6859,5365.4725,3555.5788,949.4493,427.6902,1668.2449,778.4497,177.3745,274.227,502234.482,97266.0981,1430.9449,0.387636,373.302834,487.744026,586.727682,811.134866,333.518878,0.111951,0.538033,2644.32,away,0,0
30,30.0,10.0,3.96,6996.951,3721.1804,5303.5666,3554.5344,1035.6635,371.7116,2049.474,673.9848,221.1442,301.0052,634635.925,47146.9752,1701.6541,0.404139,366.023207,435.299772,613.145989,727.149304,282.751722,0.11034,0.431064,2643.32,away,0,0
31,31.0,9.2,4.36,6538.3122,4149.8479,5937.08,4219.9067,1754.4337,1068.4421,3527.0621,1804.5355,1101.2248,788.0715,2658133.2981,867785.2055,877.1405,0.394206,379.395999,495.657961,713.312479,830.290759,300.139258,0.089976,0.491421,2642.32,away,0,0
32,32.0,10.0,4.24,6805.2537,4137.557,6745.0501,3890.8315,1740.1974,2130.2046,2826.361,3899.6943,1979.8219,1484.1801,6513149.5193,7030469.4305,846.9793,0.461516,317.85557,533.348092,645.231066,895.904909,289.27292,0.074917,0.379814,2641.32,away,0,0
33,33.0,7.56,2.88,7952.7303,4224.7817,9882.33,4555.1646,1584.4456,443.7249,2032.8557,784.0329,2406.9769,168.2963,4880379.1275,200793.9809,2376.2771,0.363542,316.477448,643.215017,720.448148,1050.65388,429.911091,0.081322,0.680065,2640.32,away,0,0
34,34.0,5.88,1.6,6221.244,5525.1704,10467.8445,4889.4486,2605.757,1373.489,4165.5995,1488.5095,3193.3315,1614.2956,14945987.2077,0.0,4301.6952,0.515921,358.692201,679.423962,833.051621,955.369532,594.212643,0.083869,0.861734,2639.32,away,0,0
35,35.0,7.2,2.6,5763.7957,4895.1204,8510.2709,4032.5151,1823.8972,900.7886,3124.7455,1265.2611,1891.1071,863.5343,7081660.9556,48562.1384,3270.586,0.336367,408.632884,691.44299,867.913731,885.470491,684.218305,0.100678,1.035311,2638.32,away,0,0
36,36.0,7.48,4.08,6210.0808,4259.3525,5768.57,3066.4551,1104.5308,1547.3815,928.3233,2415.1546,2084.5338,1802.2241,1758548.5235,1127216.0216,2190.5343,0.377094,447.373519,688.041016,1043.229851,939.886412,775.050906,0.095401,1.202099,2637.32,away,0,0
37,37.0,8.36,5.08,7350.7096,4650.2886,6060.3358,4204.0167,1228.1179,1704.0046,1385.1857,1241.2164,2484.4993,3431.4642,3714382.9744,3717861.0478,1381.0746,0.478261,457.05465,703.703327,1084.815098,1057.280233,848.486078,0.096836,1.343913,2636.32,away,0,0
38,38.0,7.88,7.08,6936.1044,4930.6988,5695.5421,4537.984,1519.816,1860.8781,1463.662,1430.8101,2975.3687,4091.4333,5523588.4683,5678714.6301,1314.4333,0.534149,412.3188,631.486091,979.464934,993.546618,763.133836,0.081228,1.042146,2635.32,away,0,0
39,39.0,7.08,7.88,6762.4014,4531.0366,5800.5542,4073.0763,1669.8104,1737.0708,1541.6655,1742.3942,3338.7335,3667.4618,5849699.6039,7227407.9631,1090.5768,0.567682,406.278979,598.73125,933.638584,1019.857021,779.121839,0.075497,0.980435,2634.32,away,0,0
40,40.0,7.16,7.72,6833.3915,4069.8651,5835.2092,3647.1099,1641.1687,1793.6781,1410.5602,1631.7416,3334.0087,4008.0732,5361355.6552,6894727.2829,1104.2188,0.589179,400.521724,598.794116,908.626211,1020.475791,753.415121,0.075996,0.951543,2633.32,away,0,0
41,41.0,7.28,5.28,6817.2543,3562.9525,6175.1174,2683.8764,1580.027,1463.941,1226.4627,1088.5909,3344.2401,2966.4249,4598190.7767,3310289.3309,1125.6653,0.548647,334.75887,562.094772,779.277148,961.735797,673.108418,0.079056,0.74659,2632.32,away,0,0
42,42.0,7.64,4.88,6761.6774,3156.466,6332.3033,1950.4709,1461.3469,1085.639,1303.5187,1022.6514,3343.1184,2136.153,4759199.1985,2010498.4744,1283.5537,0.50144,345.203255,493.748724,716.912637,758.813865,685.88113,0.077046,0.577848,2631.32,away,0,0
43,43.0,8.24,5.0,6741.8729,2700.0587,6348.0376,1559.8897,1456.0618,989.6099,1296.0973,982.8176,3338.9195,2003.1205,4582692.6641,1475251.7111,1206.9639,0.454714,330.156578,334.703673,638.304256,451.231105,540.610321,0.071921,0.159544,2630.32,away,0,0
44,44.0,8.44,4.92,6706.2493,2411.4646,6345.513,1384.1924,1458.072,997.6384,1102.5455,954.4236,3169.9893,1996.3995,3471388.6231,1018507.1275,1090.4695,0.4173,228.226459,242.530109,444.385061,383.62285,359.717951,0.060425,-0.284965,2629.32,away,0,0
45,45.0,7.72,4.96,6653.0599,2239.9315,6320.5249,1458.6021,1449.8224,1275.7116,1207.6629,1038.7315,3097.1722,2518.0735,3061264.1546,1731748.5797,918.7749,0.409209,150.865439,223.067388,350.811404,369.728797,273.776489,0.043278,-0.554456,2628.32,away,0,0
46,46.0,7.96,5.56,6591.2936,1959.9509,6146.3315,1784.5499,1376.3092,1700.6335,1225.5707,1395.8365,2984.0957,3062.9323,3133765.0373,3854209.4188,638.1503,0.430648,86.280126,200.900295,132.959957,290.449937,193.833786,0.04135,-0.826175,2627.32,away,0,0
47,47.0,8.72,6.0,6559.4915,1833.2641,6100.5045,2127.3843,1291.9131,2238.4938,1101.4146,1320.6799,2578.578,4050.1035,2798855.8348,4869315.3956,548.4158,0.4663,82.361031,239.024017,99.68932,180.571768,121.861264,0.034798,-0.939626,2626.32,away,0,0
48,48.0,8.92,3.76,6132.5563,2082.4511,5871.8863,1684.1295,1156.256,597.9104,831.7713,689.793,1808.7301,1023.1449,1606059.9607,356682.2743,500.674,0.316534,66.756924,387.395003,118.806029,224.701096,119.971307,0.044186,-0.763794,2625.32,away,0,0
49,49.0,7.44,4.12,6393.1613,3373.8863,6475.8841,3482.3525,298.0345,542.4718,228.9122,851.4057,346.8983,413.4296,76893.9582,184296.0816,321.5891,0.18013,137.579639,380.558142,171.291582,209.703953,115.494153,0.054473,-0.638499,2624.32,away,0,0
50,50.0,6.92,2.92,6887.2497,3417.5246,6836.1802,3396.7778,144.2802,204.112,174.3401,260.2495,230.4822,255.6094,38534.0876,76248.5304,152.8995,0.210724,150.090901,408.733394,163.638262,257.754314,130.998909,0.055383,-0.575297,2623.32,away,0,0
51,51.0,5.84,3.24,6848.5913,3366.1002,6879.579,3424.1452,239.1978,181.506,220.454,165.8119,367.1151,263.3138,95212.4502,8715.6302,117.5035,0.222667,153.468494,378.020287,149.839898,212.883006,132.393862,0.052524,-0.636656,2622.32,away,0,0
52,52.0,3.52,3.0,8213.98,3026.4428,9146.735,3997.7246,1882.7513,2759.4646,1366.9616,4068.528,3493.4399,3218.7179,3320879.5739,1438856.597,1369.5022,0.520986,305.955825,597.985944,256.785049,596.560672,241.804896,0.077635,0.076752,2621.32,away,0,0
53,53.0,3.16,3.0,8523.7348,3014.1391,9084.0157,3718.136,1960.5069,3221.745,787.7533,4676.363,3644.5638,3515.192,1830031.1823,1375404.09,1086.4117,0.500513,313.202881,634.611073,313.963738,653.360791,262.454967,0.07501,0.163266,2620.32,away,0,0
