frame_index,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
0,0.0,4.0,3.12,6093.5659,4233.1188,5444.6104,5150.2378,1194.8899,1329.8435,1496.1008,1483.8244,2036.3786,1999.1444,1808891.6203,2368033.9248,1129.8084,0.494577,,,,,,,,1669.533,away,0,0
1,1.0,2.92,3.16,5583.2183,4122.3091,4753.9053,4883.7795,971.3973,1260.1939,1297.8213,1512.229,1301.8065,1866.2476,1135043.4697,2467991.5015,1224.2934,0.484106,223.49261,69.649578,198.279434,28.404658,94.484967,0.010471,-0.938449,1668.533,away,0,0
2,2.0,3.0,2.0,5412.6915,4599.1989,4644.9598,4475.621,1165.3073,578.7252,1630.4241,716.6823,1424.4946,583.4434,1724569.6454,0.0,783.7272,0.293348,208.701274,375.559136,265.441113,411.975679,267.525607,0.100614,-0.029714,1667.533,away,0,0
3,3.0,3.0,2.0,5462.8232,5157.0633,4806.2798,4718.1077,1132.485,556.8987,1716.8511,687.6443,1262.9696,561.914,1557902.8318,0.0,795.8927,0.29901,150.074927,257.648253,205.76972,284.329795,182.405591,0.068964,-0.425725,1666.533,away,0,0
4,4.0,2.96,2.0,5475.5347,5561.2529,4909.0504,4944.5534,1009.2124,647.8641,1717.4348,909.8973,895.6294,494.324,1029688.3263,0.0,840.7772,0.318576,143.374346,215.977534,154.473232,268.810603,148.025306,0.056614,-0.563555,1665.533,away,0,0
5,5.0,2.32,2.48,5459.9233,5632.965,5071.5681,5252.1501,977.7926,971.3082,1605.2058,1604.4853,308.3701,677.6749,280705.445,615389.3697,550.5362,0.360264,120.983452,237.470843,146.024402,353.966064,176.468439,0.053629,-0.530476,1664.533,away,0,0
6,6.0,3.48,3.24,5781.6769,6285.4511,5655.5452,5971.3609,936.4751,1062.6977,1696.6794,1548.6634,581.1661,1269.3086,747976.4748,1387803.4565,480.8378,0.317743,107.70578,213.123964,136.932614,304.275369,158.673433,0.051778,-0.600216,1663.533,away,0,0
7,7.0,3.92,4.0,6421.9015,6495.696,6173.7742,6088.6571,764.2596,1122.073,1396.089,1721.5174,781.4719,1602.6534,802468.9595,2142042.1602,581.9044,0.267965,116.921464,191.15986,160.312305,285.500897,150.443881,0.051492,-0.612532,1662.533,away,0,0
8,8.0,2.4,3.04,6137.0905,5783.7576,6627.9235,5874.6371,1006.9506,1244.0208,1808.2069,1840.8506,837.5579,1178.603,712672.3116,793144.2636,656.4321,0.166361,132.642664,182.508354,191.788008,264.729934,140.954364,0.057756,-0.578213,1661.533,away,0,0
9,9.0,2.4,2.36,5943.2753,3658.0922,6320.9691,3682.5951,713.5952,1030.167,1185.6868,1712.1131,481.1851,596.7268,27983.0138,63099.983,422.4203,0.199059,150.499639,185.99118,239.647137,249.619667,151.294081,0.054972,-0.556728,1660.533,away,0,0
10,10.0,2.12,2.4,5839.6667,3520.4337,6014.346,3526.1137,351.9451,83.5703,578.0992,162.9553,225.746,46.8655,9444.2525,1768.0309,191.2093,0.043015,171.614687,262.051733,276.44118,379.573475,159.285777,0.065079,-0.363398,1659.533,away,0,0
11,11.0,3.44,4.8,3665.4316,3015.266,4177.2954,3220.4016,577.2845,777.1731,932.7822,1285.4999,381.5545,533.8048,7203.0481,20155.1881,551.4528,0.183795,171.799373,324.447056,292.081536,488.987464,185.861629,0.07811,-0.190327,1658.533,away,0,0
12,12.0,1.56,2.72,7260.6737,6451.0198,6695.6804,6448.6347,805.8211,1069.9848,1155.2686,1545.9018,798.3893,1512.127,368842.6565,1289659.9951,677.1701,0.130767,175.262035,285.581356,281.069894,435.472984,154.376743,0.064337,-0.323261,1657.533,away,0,0
13,13.0,3.8,5.52,6465.0786,5814.9869,6238.2097,5691.7062,1010.2755,1036.7622,1719.9815,1724.5159,1033.7285,1440.5159,1605434.015,1845550.3479,307.0238,0.327919,192.425255,286.720965,328.898497,450.43059,190.174816,0.083486,-0.176132,1656.533,away,0,0
