second,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
0,0.0,9.84,10.0,6710.1589,3864.6536,5238.0981,3104.797,1546.7411,1795.4795,1850.182,1638.2102,3642.2436,4265.7133,6689190.7359,8397668.7946,1657.3077,0.657008,,,,,,,,977.76,home,0,0
1,1.0,10.0,10.0,6588.7249,3858.2339,5211.13,3162.9876,1650.4306,1848.7029,2054.3736,1719.2439,3827.1203,4432.0329,8211092.8761,8512867.3536,1543.2306,0.639229,103.689541,53.223457,204.191602,81.033672,114.077123,0.017778,-1.189647,976.76,home,0,0
2,2.0,9.44,10.0,6402.5351,3750.6697,5132.9728,3209.4747,1631.6242,1791.3636,2393.4364,1827.8643,3402.544,4135.491,8055063.2303,7637771.0928,1399.9946,0.596532,61.247969,55.281377,271.627246,94.827061,128.656521,0.030238,-1.117963,975.76,home,0,0
3,3.0,7.84,10.0,6223.7754,3326.1632,5043.2357,3334.6474,1293.2625,1773.7847,2586.1083,1992.1836,1674.433,4065.315,4289759.3232,7405782.8992,1189.2234,0.5909,153.619224,42.713896,245.308789,117.991126,156.028095,0.022036,-1.070686,974.76,home,0,0
4,4.0,9.08,10.0,5928.4465,3652.6586,5014.4107,3273.5037,1694.7005,1725.1769,2777.0141,1908.2391,2659.7311,4040.025,8632926.3139,6860036.9994,1036.7651,0.563585,215.573916,44.187368,231.708027,109.479468,155.135638,0.023356,-1.014114,973.76,home,0,0
5,5.0,8.8,9.96,5972.3971,3408.9589,5023.2824,3141.7727,1473.909,1703.1236,2785.9084,1901.5789,2436.2821,3926.8381,7017437.7619,6580469.5764,1103.0385,0.472881,216.617432,39.760562,187.145285,88.915609,137.363187,0.036825,-0.985074,972.76,home,0,0
6,6.0,9.64,9.36,5892.8729,3593.9186,5136.2189,2812.178,1745.0939,1532.3183,3087.453,1722.1945,3244.5634,3608.5377,9563699.0665,4988621.6473,1104.036,0.513629,225.712012,61.601348,206.211844,103.993752,114.635575,0.037479,-0.954465,971.76,home,0,0
7,7.0,8.44,10.24,5961.903,3585.6081,5190.6491,2712.9269,1942.7424,1574.5868,3199.3121,1644.7001,3654.794,3825.9456,10545860.4803,5413038.8216,1174.226,0.543801,221.702942,58.839515,192.732878,100.208119,108.286194,0.036435,-0.976947,970.76,home,0,0
8,8.0,8.64,11.0,6118.0612,3501.8306,5206.9204,2783.4349,1528.3301,1296.7957,2780.185,1561.8638,2551.1506,2923.0975,6976417.0486,4976366.53,1165.0407,0.500439,245.791621,86.208466,221.032151,98.036646,95.898576,0.037301,-0.924197,969.76,home,0,0
9,9.0,8.0,10.56,6261.7339,3390.9164,5246.0375,2729.1396,1568.7338,1438.5992,2151.3643,1665.167,2562.7534,2879.1588,7347166.3035,5949876.1328,1222.3613,0.495636,222.970747,92.385692,266.341999,98.621816,91.61213,0.03369,-0.940326,968.76,home,0,0
