frame_index,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
0,0.0,6.0,4.0,6422.7116,3590.6534,5584.0643,4158.255,1245.6783,1401.8852,804.5299,1070.6447,2678.0181,2187.9292,2214394.0365,2189280.2885,1013.0703,0.520313,,,,,,,,1329.04,home,0,0
1,1.0,5.92,4.0,6305.5238,3529.9209,5641.9796,4132.7704,1328.0003,1484.7719,939.9886,1260.4895,2786.545,2304.8651,2883661.253,2761094.1757,898.9303,0.536866,82.321973,82.886714,135.45875,189.844805,114.139922,0.016554,-1.185015,1328.04,home,0,0
2,2.0,6.0,4.16,6143.3178,3237.2304,5719.4033,3934.6798,1547.8278,1692.7553,1137.4615,1475.8542,3157.7707,2662.6298,3810190.1105,3706297.4715,823.359,0.570424,151.074766,145.435056,166.465801,202.604756,94.855644,0.025056,-1.021997,1327.04,home,0,0
3,3.0,5.36,4.0,5821.3971,2956.1596,5696.0757,3684.6947,1687.4803,1650.0927,1089.9231,1337.3306,3402.4742,2674.9675,3393448.4031,3303393.314,756.8161,0.513872,147.267345,111.177575,126.823307,181.244375,85.418054,0.035554,-1.031835,1326.04,home,0,0
4,4.0,5.12,4.04,5625.0191,2294.2349,5740.518,3382.5433,1474.8233,1632.1394,1070.4176,1336.8268,2922.3434,2743.0318,2709600.2212,3213113.466,1096.8461,0.461437,163.614764,87.8715,99.993857,136.059219,149.071036,0.039775,-1.015328,1325.04,home,0,0
5,5.0,5.84,4.04,5757.8456,1657.6688,5790.1094,3262.9437,1165.4183,1647.0945,1392.8131,1388.7344,2300.085,3020.2174,2846481.8611,3209239.0827,1605.7789,0.476521,192.772811,73.288213,144.474184,119.228895,221.043389,0.034836,-0.975193,1324.04,home,0,0
6,6.0,6.16,3.68,5988.1978,2141.0746,6048.2724,3231.236,1709.7063,1814.5167,1291.0747,1295.7081,3418.7039,3462.6992,4391600.995,2784838.2208,1097.9722,0.509558,251.358667,88.977217,137.351553,114.8618,268.837272,0.034536,-0.896389,1323.04,home,0,0
7,7.0,6.0,2.32,6305.5254,1201.5552,6512.7021,2339.766,1175.974,2051.0079,831.0955,923.127,2405.4005,3344.3984,1239318.3402,457058.7226,1158.6987,0.39666,291.697753,110.050641,183.441225,151.678848,239.107163,0.045731,-0.761221,1322.04,home,0,0
8,8.0,6.04,2.08,6307.744,954.7483,6732.2488,2545.7818,989.2774,487.4122,650.1733,399.4488,2003.6695,679.224,211652.3337,35525.2164,1646.8312,0.252671,278.572613,291.743765,183.12634,198.178755,270.235324,0.058013,-0.524843,1321.04,home,0,0
9,9.0,5.8,2.8,7548.5495,2025.7222,7406.6988,2578.0035,1550.2584,678.8985,1029.0024,480.9351,2828.9941,1160.6271,526562.2342,212063.2144,669.5106,0.354399,309.951328,280.604038,204.871094,185.212923,348.800354,0.06287,-0.434279,1320.04,home,0,0
10,10.0,4.68,3.44,9470.3797,3314.6983,8638.6334,3853.8029,1457.939,1655.6127,1407.7592,1649.0265,2650.7346,2649.3412,4483646.1287,3501326.7458,1061.586,0.447757,288.188143,350.215054,222.259664,283.500771,353.127858,0.065919,-0.323077,1319.04,home,0,0
11,11.0,6.0,5.88,8567.2717,2988.7138,8461.8806,2747.0984,2722.5754,3301.4144,4125.9862,4293.1386,3720.5965,5590.4037,14966693.4884,20741012.1775,991.1961,0.663672,406.419588,506.506554,480.536488,528.927498,348.752854,0.085855,0.252788,1318.04,home,0,0
12,12.0,7.52,5.2,9242.6193,2655.7855,8088.6874,3056.7264,1792.9488,3220.6067,2934.4986,4336.8571,2688.064,5255.6079,8481235.6683,20513521.383,1234.5849,0.679019,477.399487,493.788979,579.937967,511.762883,365.534592,0.084034,0.344275,1317.04,home,0,0
13,13.0,8.08,4.96,9279.9908,2266.8925,8138.386,2692.5389,1687.0701,3003.9783,2969.2358,4442.6573,2606.0706,4368.6554,6877627.2027,17903823.5939,1235.8287,0.647582,474.02211,511.185557,578.657857,508.490537,359.004684,0.081523,0.335993,1316.04,home,0,0
14,14.0,8.92,4.92,8602.6939,2481.4312,8073.879,2218.1754,2296.9998,2945.5752,3259.2883,4541.0772,3385.9587,3514.8568,14222712.1663,14549341.0828,778.2976,0.645644,513.749375,515.230544,605.712555,518.28215,370.754793,0.076473,0.369925,1315.04,home,0,0
15,15.0,7.2,3.24,7959.9305,2209.5967,9285.7698,2237.7367,2056.1056,1028.413,3814.4392,309.6571,2717.6753,2006.2274,10662847.4409,406940.3156,1405.8404,0.531181,506.898292,705.451252,628.988092,936.233395,382.61579,0.086411,0.783836,1314.04,home,0,0
16,16.0,7.28,3.24,8472.007,2062.453,9555.363,2362.2175,1840.5252,965.6344,3123.4796,529.3932,3022.4639,1802.806,9046780.6632,942269.4989,1155.4448,0.522312,474.027537,694.98689,687.910211,948.904371,356.874683,0.083994,0.758654,1313.04,home,0,0
17,17.0,6.08,5.64,8276.5051,2747.2359,7867.9522,2745.5068,1945.813,2415.1485,2134.54,3171.197,3740.8686,3381.5054,5162955.0403,7812876.3863,656.085,0.523449,431.183088,816.289181,740.806242,1175.826629,400.738011,0.072818,0.917963,1312.04,home,0,0
18,18.0,5.4,7.08,6268.4438,2974.9107,6305.6358,3251.3461,1404.9772,1438.5442,1005.9287,1615.7759,2910.4779,2987.0178,2331151.2212,4922899.872,343.055,0.542591,466.597004,757.590054,835.575156,1279.000926,383.22776,0.060333,0.923246,1311.04,home,0,0
19,19.0,5.0,6.04,5404.8035,3079.5301,5389.0084,3108.8906,1156.3748,1001.7083,644.0365,1199.3982,2355.3305,1936.074,1324722.0428,1890687.0436,159.5623,0.393303,435.359141,782.125014,833.881469,1312.49007,303.844971,0.065089,0.914549,1310.04,home,0,0
20,20.0,5.0,6.0,5140.1977,3420.9936,5301.5618,3353.2604,111.0009,423.6525,105.0202,739.4494,221.7106,472.8069,18708.7056,209387.7205,176.0275,0.241844,530.664582,742.259178,849.907416,1241.675807,266.283946,0.070899,0.947158,1309.04,home,0,0
21,21.0,4.88,6.48,2907.6248,2075.1736,3048.5186,2594.8025,701.6108,974.4381,265.1957,596.2404,1369.7973,1949.7755,74578.4318,251036.23,543.1351,0.296106,463.261933,632.757567,594.10227,991.585496,295.955719,0.054734,0.482704,1308.04,home,0,0
22,22.0,4.0,6.6,4057.2991,3573.6296,3973.2291,2494.5526,2233.619,2019.2108,1084.5128,3112.5101,4449.9449,3454.4616,2839782.9825,10101136.1845,1275.6922,0.537948,523.500095,729.154069,556.885217,1238.840604,344.872559,0.077384,0.85333,1307.04,home,0,0
23,23.0,4.8,7.32,2762.2624,2961.4509,2939.4343,2951.2731,1623.9472,1680.2983,1151.1575,2410.8784,3292.2448,2738.7999,3255779.7555,6057097.1866,542.5702,0.51894,573.879398,741.382477,560.07596,1298.423754,418.060381,0.076141,0.967049,1306.04,home,0,0
24,24.0,4.16,8.6,1983.9847,2960.3068,2096.776,2930.7345,1224.355,2078.3936,1159.7737,2563.4161,2256.042,2738.8704,2258601.1268,7515576.9164,583.6518,0.509652,552.845658,775.351689,531.93233,1303.83554,376.415439,0.076876,0.945801,1305.04,home,0,0
25,25.0,3.56,8.56,1118.5964,3000.4714,1559.3086,2862.7331,753.2403,1969.2523,889.743,2356.3422,1221.1518,2603.951,746409.7479,7292823.6434,543.4675,0.413362,575.867706,594.549603,503.42031,901.400928,317.679595,0.075059,0.575397,1304.04,home,0,0
26,26.0,3.92,7.96,704.8134,2761.4885,1117.0359,2708.2607,768.7764,1466.1998,931.6873,2026.4068,1266.6742,2121.0695,855657.0337,4880245.2411,424.0548,0.314657,555.863271,638.576992,438.518775,912.420864,304.581308,0.084042,0.605838,1303.04,home,0,0
27,27.0,3.2,6.6,973.8654,3116.8919,1053.9953,2817.6095,750.9531,1297.0223,943.8646,1818.2981,1111.0276,2004.0768,914337.9691,4004911.8028,395.4118,0.276813,547.116822,510.543329,340.84255,669.051361,257.509624,0.087713,0.325733,1302.04,home,0,0
28,28.0,1.32,0.0,2819.0537,4927.8948,,,144.392,,162.288,,163.0916,,0.0,,,0.034897,553.689348,458.75877,306.139082,570.565837,251.3407,0.10999,0.341419,1301.04,home,0,0
29,29.0,1.52,0.0,3010.6975,4799.9306,,,334.7846,,407.522,,346.582,,0.0,,,0.06638,547.868361,461.499138,294.473264,589.839353,259.821699,0.09821,0.283368,1300.04,home,0,0
30,30.0,1.0,0.0,2859.0037,4938.5852,,,0.0,,0.0,,0.0,,0.0,,,0.0,476.809432,444.848183,281.32384,608.39515,294.586921,0.089702,0.187035,1299.04,home,0,0
31,31.0,1.0,0.0,2886.3766,4906.6561,,,0.0,,0.0,,0.0,,0.0,,,0.0,417.748438,427.191945,265.306288,685.926181,282.500141,0.084276,0.117502,1298.04,home,0,0
32,32.0,1.0,0.0,2891.6794,4886.5043,,,0.0,,0.0,,0.0,,0.0,,,0.0,264.547621,303.675801,183.374577,319.857491,192.488737,0.060091,-0.499885,1297.04,home,0,0
33,33.0,1.0,0.0,2898.0889,4879.6619,,,0.0,,0.0,,0.0,,0.0,,,0.0,203.580444,294.866632,176.710111,224.413949,57.330417,0.058191,-0.688653,1296.04,home,0,0
34,34.0,1.0,0.0,2767.573,4969.4617,,,0.0,,0.0,,0.0,,0.0,,,0.0,163.621218,260.45709,175.848493,248.372684,62.746677,0.057262,-0.739656,1295.04,home,0,0
35,35.0,6.4,6.84,2166.9592,2768.2534,1618.8503,3052.978,1206.3224,1040.3104,2350.0159,2120.9854,1420.5144,774.282,2841545.1726,1530297.5494,665.5213,0.370014,237.141989,336.11499,383.847021,269.022066,74.027848,0.084634,-0.348633,1294.04,home,0,0
36,36.0,6.6,7.84,1961.2313,2395.1074,1464.2614,2800.5769,1070.8295,813.3614,1939.334,1621.8788,1558.1553,890.844,2762287.3167,1578537.8038,643.5519,0.327883,249.137668,198.063219,420.720785,353.607623,25.306192,0.078977,-0.444346,1293.04,home,0,0
37,37.0,6.56,7.36,1896.7448,2470.5744,1448.5432,2805.6716,991.8206,680.0368,1692.988,1284.8156,1605.0453,827.3315,2503207.3518,1104339.3111,561.3276,0.276461,255.256229,180.136825,444.137656,418.0849,52.096871,0.080335,-0.388861,1292.04,home,0,0
38,38.0,6.0,8.0,1836.098,2558.6072,1464.2574,2821.5275,999.098,652.2287,1413.1979,1178.9854,1687.5874,915.4673,2435185.7073,1106785.6242,456.533,0.267184,195.327866,129.360587,393.959011,313.999979,69.662766,0.057071,-0.668652,1291.04,home,0,0
39,39.0,6.44,6.88,1799.5704,2646.7678,1349.345,2835.1421,1005.0835,716.085,1096.3309,1232.2553,1630.2199,1056.4833,2433639.0859,1267994.5767,494.1076,0.258234,176.887155,112.984519,401.122296,248.817451,61.640721,0.054817,-0.74023,1290.04,home,0,0
40,40.0,2.16,0.96,3255.2675,4102.3325,1288.1331,2837.9514,211.5608,777.7668,209.1883,1146.6283,328.8482,1089.2646,509088.149,784121.3061,523.8139,0.056993,222.760969,102.723981,449.084359,216.179358,55.253825,0.068304,-0.632278,1289.04,home,0,0
41,41.0,1.92,0.0,3869.6916,4378.4797,,,913.5841,,1172.565,,872.5609,,0.0,,,0.200656,292.963298,102.723981,545.422029,216.179358,55.253825,0.08267,-0.447325,1288.04,home,0,0
42,42.0,2.0,0.0,3805.6743,4436.387,,,793.0975,,1024.3862,,748.4687,,0.0,,,0.218104,305.011953,102.723981,560.239908,216.179358,55.253825,0.084415,-0.420337,1287.04,home,0,0
43,43.0,2.52,0.0,3385.1399,4763.6068,,,795.5548,,1133.819,,847.3471,,11682.4936,,,0.261183,305.25768,102.723981,571.183187,216.179358,55.253825,0.088723,-0.39136,1286.04,home,0,0
44,44.0,2.76,0.04,3253.6379,4877.6062,4564.6333,3807.5132,760.4178,0.0,1110.7038,0.0,857.9679,0.0,12529.8558,0.0,1820.2316,0.267797,308.771374,102.723981,573.494701,216.179358,55.253825,0.089384,-0.383725,1285.04,home,0,0
45,45.0,2.0,0.56,3422.7511,4714.9729,3834.6126,4407.476,608.8251,0.0,763.862,0.0,604.139,0.0,0.0,0.0,1658.3249,0.133228,203.298417,85.603317,373.177289,180.149465,73.029307,0.065839,-0.722145,1284.04,home,0,0
46,46.0,2.0,1.0,3447.0272,4689.4153,4445.3239,3884.04,516.1193,0.0,670.2983,0.0,481.637,0.0,0.0,0.0,1282.8526,0.200284,199.019713,47.77849,341.465471,96.965037,131.946457,0.068332,-0.766374,1283.04,home,0,0
47,47.0,1.48,0.28,3486.4353,4020.8115,4245.0654,4062.277,220.3162,0.0,314.8498,0.0,141.2188,0.0,0.0,0.0,1082.748,0.05608,220.699133,25.557709,352.375717,40.787832,151.593162,0.07761,-0.726745,1282.04,home,0,0
48,48.0,1.0,0.0,4266.3215,3456.74,,,0.0,,0.0,,0.0,,0.0,,,0.0,242.003006,25.107629,355.881684,27.779371,160.952883,0.08229,-0.68385,1281.04,home,0,0
49,49.0,1.0,0.0,4666.7492,3158.414,,,0.0,,0.0,,0.0,,0.0,,,0.0,241.404461,15.420457,324.194992,21.406747,191.797457,0.081395,-0.699731,1280.04,home,0,0
50,50.0,1.0,0.0,4637.812,3005.7327,,,0.0,,0.0,,0.0,,0.0,,,0.0,162.052189,0.0,235.480725,0.0,245.827862,0.061271,-0.912188,1279.04,home,0,0
