frame_index,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
0,0.0,4.0,4.6,5796.204,4007.8961,6288.4221,3508.3709,1263.3217,1050.9004,948.0457,1768.1003,2537.6265,1413.0888,1780438.0507,2257273.2472,701.7955,0.485283,,,,,,,,426.646,away,0,0
1,1.0,3.92,5.0,6117.4427,4084.4539,6453.2782,3675.9101,1308.7121,1232.0495,1167.8595,1801.5289,2463.9954,1920.5908,2114940.856,3348293.576,636.7559,0.48947,45.390376,181.149141,219.813789,33.428574,65.039522,0.004187,-1.16339,425.646,away,0,0
2,2.0,4.0,4.44,6471.0318,4294.7017,6522.8382,3531.7359,1499.7063,1276.8485,1247.1103,1581.0927,2766.9505,2035.2483,2758809.7836,2679949.4029,828.4743,0.474139,118.192305,112.974048,149.532295,126.932402,128.378921,0.009759,-1.086762,424.646,away,0,0
3,3.0,3.8,4.64,6664.7949,4575.7171,6534.4353,3842.444,1297.9098,1289.704,1244.6071,1565.9197,2171.9073,2087.5887,2072811.8063,2890945.2447,760.9328,0.439669,146.060367,79.601207,100.522604,89.679245,108.099784,0.017996,-1.104693,423.646,away,0,0
4,4.0,5.48,4.28,5720.3844,4410.5605,6329.239,4300.8027,1377.3294,1405.6867,2031.0062,1328.0381,2220.3426,2460.1639,4216052.6113,2828250.6818,734.2951,0.475465,129.400189,88.696577,271.991738,126.729834,87.734244,0.022446,-0.999822,422.646,away,0,0
5,5.0,4.0,2.68,3042.9544,4145.1771,3439.7115,2722.6425,1199.5628,592.9486,1074.6136,495.7807,1997.9113,997.3342,1735435.9612,326429.6117,1599.5324,0.308942,139.073486,233.504871,408.871925,267.835347,243.234844,0.051262,-0.521868,421.646,away,0,0
6,6.0,5.0,5.68,2898.4999,3636.6217,3180.7678,3529.2626,627.6348,978.995,491.4286,1278.2307,1082.1166,1436.7506,456272.7734,1437597.4175,421.246,0.229412,211.215895,258.928452,437.924108,353.604456,399.076766,0.055973,-0.278763,420.646,away,0,0
7,7.0,5.84,6.2,4851.6454,4751.7017,5459.5276,4608.8991,1363.7732,1465.6765,1870.3241,2159.4373,2381.4562,2402.5638,4219711.2515,4956261.738,649.0807,0.500958,286.204822,291.464598,572.348604,428.97618,374.613614,0.086769,0.038672,419.646,away,0,0
8,8.0,5.12,6.56,5585.5635,4599.814,6168.7149,4503.9782,1411.3949,1402.4954,2002.7936,2302.9008,2364.2913,2164.5736,2967212.449,5309219.0484,599.6449,0.501893,256.381927,262.929155,517.363712,393.287096,333.96639,0.07604,-0.124826,418.646,away,0,0
9,9.0,5.32,5.32,6172.4468,4770.117,6870.0358,4597.4433,1230.027,1050.6028,1608.5223,1008.4147,2132.0428,1930.9176,2270953.9775,1956820.3138,745.35,0.401177,248.047036,272.813987,503.686774,493.42032,313.048475,0.078782,-0.083202,417.646,away,0,0
10,10.0,3.72,4.36,4301.7945,4422.1837,5540.3513,4147.7808,885.1305,543.4622,1284.8493,573.5621,1143.3875,898.1244,1069458.6202,533180.8477,1348.1703,0.25958,257.731979,296.246647,485.685397,487.563549,342.025657,0.085063,-0.022704,416.646,away,0,0
11,11.0,2.6,3.0,5150.9509,5749.172,6771.7912,5199.2178,1680.803,832.911,2697.8554,1221.1416,469.4929,806.2404,374295.6371,368456.8039,1715.3151,0.351142,332.760188,307.076615,605.004627,548.978644,372.236184,0.093801,0.191507,415.646,away,0,0
12,12.0,4.0,5.0,7993.4369,4875.1998,8361.5353,4857.3867,1261.6053,939.2303,2206.9764,1556.0771,1540.5824,1398.8654,2540738.5824,2005472.1997,371.5886,0.344909,355.580528,313.228645,646.16745,560.428573,487.437002,0.092891,0.301986,414.646,away,0,0
13,13.0,3.52,5.24,9163.1034,4697.9239,9561.112,4900.4049,964.2489,768.0853,1516.4714,1210.7603,1284.5078,1166.257,1328984.9282,1169754.9185,505.1529,0.320742,365.136526,329.057585,714.967622,593.44296,494.039276,0.091861,0.370106,413.646,away,0,0
14,14.0,3.0,6.0,9719.6518,4464.884,10432.4524,4926.774,873.2881,785.7978,1212.8043,1211.2158,1143.4749,1237.311,204875.9941,1245597.3089,872.8625,0.34705,366.290634,319.230564,666.69442,569.700347,528.146474,0.090912,0.343675,412.646,away,0,0
15,15.0,2.88,5.84,10167.8937,4468.2879,10737.8361,4797.8486,862.5183,733.5699,1325.2532,1097.8639,906.436,1144.5155,202386.3123,1075731.3025,689.1622,0.290018,349.590955,243.17955,582.300046,497.809798,459.99278,0.079963,0.105703,411.646,away,0,0
