second,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
0,0.0,7.52,7.96,5515.93,3137.0395,6518.0708,2893.0401,1459.0931,1395.886,1445.5186,2049.6674,3207.1191,2332.5734,4297917.0304,5918384.1108,1033.1406,0.576733,,,,,,,,426.646,away,0,0
1,1.0,6.88,8.32,5936.6969,3211.8095,6578.8594,3042.8463,1511.3108,1800.3392,1423.0189,2312.5257,3220.3196,3021.8041,4429056.2323,9700168.9443,699.8771,0.590771,52.217729,404.453257,22.499687,262.858281,333.263468,0.014038,-0.859662,425.646,away,0,0
2,2.0,6.08,6.76,6380.6757,3508.4602,6616.2091,2891.2596,1667.3992,1657.3644,1143.2652,2175.6208,3422.4919,2845.7584,4318262.4323,7182270.06,705.713,0.560284,104.153066,273.714058,151.126699,199.881602,169.549641,0.022262,-0.94018,424.646,away,0,0
3,3.0,6.24,6.16,6569.1609,3906.0122,6638.7852,3238.6603,1684.8646,1625.904,1151.8401,2265.3127,3392.1543,2933.8007,4392506.655,6677844.9129,769.9345,0.565609,75.257181,192.962835,103.609447,163.151706,134.440266,0.016617,-1.113411,423.646,away,0,0
4,4.0,7.92,5.96,5823.8088,3804.234,5716.3514,3842.8885,1476.8052,1417.5579,2019.7956,2086.9659,2737.7533,2286.0085,6348571.8135,4286311.5498,300.5116,0.511087,108.457745,196.808652,294.695964,166.950469,218.185911,0.026093,-0.900644,422.646,away,0,0
5,5.0,5.8,3.6,3146.2158,3590.563,2993.669,3239.5298,1533.2564,820.2627,1228.5278,654.876,3051.8605,1395.783,3851233.2267,694206.1676,459.3903,0.353361,98.056442,276.905966,394.010344,419.978368,206.324465,0.05242,-0.566726,421.646,away,0,0
6,6.0,7.56,5.72,3005.357,3588.5938,3155.8954,3238.5889,841.9149,922.6804,752.4645,1135.2928,1494.907,1358.7413,1225693.8716,1453165.1482,502.6978,0.247951,196.937283,247.824594,407.68583,430.051445,179.154978,0.061251,-0.470323,420.646,away,0,0
7,7.0,8.84,7.0,4963.5141,4143.1583,5501.0994,3894.4592,1466.0039,1491.2118,2099.9814,2000.3058,2728.7034,2574.7022,6084135.246,5551690.2047,663.9725,0.524339,257.95895,293.639851,541.947414,492.188812,176.600644,0.091985,-0.148149,419.646,away,0,0
8,8.0,8.68,7.36,5744.2653,4287.5073,6069.6248,4122.9187,1354.3624,1549.7364,1759.2078,2452.2806,2752.5226,2547.4903,5460924.9219,6833863.2545,387.7343,0.521237,239.669268,264.250444,516.80069,487.162057,189.055338,0.080875,-0.246599,418.646,away,0,0
9,9.0,7.04,7.24,6211.6494,4450.6397,6632.5266,4163.8616,1388.1893,1307.2688,1469.984,1470.1027,2770.718,2341.7132,3919772.1168,4561950.6594,526.0969,0.446881,216.79789,261.830132,491.514371,542.163816,183.422811,0.08015,-0.261102,417.646,away,0,0
10,10.0,4.56,5.8,4556.2004,4172.8429,5595.1872,3971.0625,990.6662,855.2685,1169.7238,1091.6735,1506.9787,1174.8759,1741706.6724,1690752.7418,1163.9931,0.331695,234.870403,280.847145,472.388955,525.790353,228.87015,0.083654,-0.205701,416.646,away,0,0
11,11.0,4.2,5.64,6490.1591,4812.0229,7586.4678,4584.1576,973.2441,1079.7581,1067.9806,1478.5384,1785.6471,1641.8737,2048203.8717,3783347.6732,1119.9544,0.474279,231.390842,262.850775,480.313303,538.191012,199.947675,0.096509,-0.168642,415.646,away,0,0
12,12.0,4.72,7.0,8490.9539,4500.4421,9117.7209,4364.5479,1127.8516,1281.4661,1524.308,1957.3344,1832.2178,1715.4283,2188584.4792,4713538.3949,668.0677,0.412107,231.242754,268.724095,497.970674,572.380124,244.552762,0.099677,-0.100884,414.646,away,0,0
13,13.0,4.04,6.96,9330.3997,4748.4938,9815.3828,4486.9198,1069.779,1157.0099,1687.5301,1726.4638,1545.8657,1770.1333,2104363.4483,3916720.1984,589.5588,0.426166,235.303477,278.023675,513.435385,586.497989,245.981503,0.10055,-0.071578,413.646,away,0,0
14,14.0,4.0,7.0,10079.022,4788.0837,10444.0334,4478.7781,1140.3145,957.2249,1844.4106,1307.1704,1554.7791,1538.4418,2111575.189,2552445.0836,486.0361,0.404872,221.551078,277.167572,442.327888,610.592653,209.391483,0.097228,-0.142002,412.646,away,0,0
15,15.0,4.32,7.84,10364.4762,4457.178,10675.4004,4493.1336,1161.466,908.1255,1692.7327,1372.2555,1724.3081,1317.9917,2174423.4581,2483490.1689,405.293,0.372444,218.021106,222.347981,378.368893,473.892168,201.577924,0.084698,-0.343815,411.646,away,0,0
16,16.0,4.0,7.6,10642.8305,3563.4582,10956.9085,3978.7476,1044.8272,953.7246,1262.4136,1439.7346,1684.5007,1328.4161,1427735.1687,2453192.9999,543.2781,0.330753,160.550834,216.666112,373.794481,432.598387,211.045681,0.078326,-0.44158,410.646,away,0,0
17,17.0,4.0,7.4,10568.0329,3115.5483,10660.9236,3486.783,1380.0582,1369.9183,1535.6002,2441.8963,2246.8639,1306.0096,2085436.1449,4074121.9664,394.8585,0.428283,131.665042,201.432341,266.361453,446.313262,209.760183,0.06044,-0.6073,409.646,away,0,0
18,18.0,4.0,7.72,10525.3284,2904.3366,10355.8084,3358.1649,1833.3129,1962.3522,2019.1972,3329.0036,2986.7484,1762.4659,3082327.3668,6990732.5195,509.753,0.459298,165.826363,254.823279,280.643794,489.82651,193.62582,0.063231,-0.505799,408.646,away,0,0
19,19.0,4.2,6.52,10539.9236,2870.8925,10242.2928,2957.291,1577.8541,1724.758,2100.5794,3449.2585,2204.5245,1350.3065,2481721.1312,5250667.8036,590.8332,0.396675,187.989562,254.335943,259.859632,403.634217,187.89758,0.062058,-0.545062,407.646,away,0,0
20,20.0,1.0,0.0,7097.8184,5442.9274,,,0.0,,0.0,,0.0,,0.0,,,0.0,306.022669,232.373241,439.891553,406.434775,137.897733,0.090207,-0.273429,406.646,away,0,0
21,21.0,1.12,0.0,6920.1045,5457.5007,,,84.1871,,134.4662,,7.8234,,0.0,,,0.026173,312.699167,233.358702,443.163852,408.881013,149.630111,0.078566,-0.313208,405.646,away,0,0
22,22.0,1.48,0.0,6805.7079,5465.1742,,,298.3972,,500.7273,,31.371,,1756.8124,,,0.059644,318.659426,237.880222,434.157223,398.893153,106.450599,0.075696,-0.350725,404.646,away,0,0
23,23.0,1.04,0.0,7041.6437,5446.7134,,,16.5827,,26.5107,,1.0716,,0.0,,,0.0,341.033615,256.784227,465.256678,426.896917,111.107545,0.080254,-0.265794,403.646,away,0,0
