second,seconds,home_player_count,away_player_count,home_centroid_x_cm,home_centroid_y_cm,away_centroid_x_cm,away_centroid_y_cm,home_spread_rms_cm,away_spread_rms_cm,home_length_axis_cm,away_length_axis_cm,home_width_axis_cm,away_width_axis_cm,home_hull_area_cm2,away_hull_area_cm2,centroid_distance_cm,entropy_grid,home_spread_rms_cm_volatility,away_spread_rms_cm_volatility,home_length_axis_cm_volatility,away_length_axis_cm_volatility,centroid_distance_cm_volatility,entropy_grid_volatility,vol_index,seconds_to_next_goal,next_goal_team,goal_in_next_30s,goal_in_next_60s
0,0.0,8.8,7.6,6774.5258,3475.6932,5528.5269,3473.7268,1269.9825,1607.0886,1541.8197,2399.9156,2544.0233,2318.483,4380016.4127,6439015.955,1249.0178,0.515092,,,,,,,,790.722,home,0,0
1,1.0,7.04,6.8,6540.7422,3512.1492,5382.165,3394.1922,1424.7919,1772.5818,1388.8199,2645.2531,2873.535,2791.3156,3784590.2927,7268187.1994,1186.6078,0.558019,154.809429,165.493164,152.999766,245.337529,62.41003,0.042927,-1.035939,789.722,home,0,0
2,2.0,3.68,6.64,5856.8565,4043.5648,5378.0475,3812.4093,1020.2605,1043.4727,461.3947,1096.2353,2024.7957,1844.6633,892390.8341,2214258.9064,649.9123,0.262596,279.670419,447.301099,540.2125,897.177671,299.552782,0.169175,0.53394,788.722,home,0,0
3,3.0,4.0,7.88,5495.2684,3491.05,5209.8082,3504.3425,762.2123,826.0359,967.9716,1619.6043,1158.4054,795.398,509918.928,867604.8833,288.402,0.266705,272.463024,370.679671,529.000645,772.574772,320.205284,0.114153,0.152258,787.722,home,0,0
4,4.0,2.2,3.64,7960.9788,2544.6031,3473.2029,4045.5549,783.2799,1299.1337,1159.1086,1895.045,873.8097,1016.9712,305048.4582,108132.1846,4781.1844,0.318744,209.614165,396.284189,444.534727,648.29126,1363.349554,0.098625,0.655286,786.722,home,0,0
5,5.0,1.0,2.0,7508.3831,2568.9997,2201.8441,3965.6357,0.0,1543.0018,0.0,2036.9761,0.0,1388.9689,0.0,0.0,5487.3625,0.345687,324.347307,365.800983,587.449496,547.019223,1231.915274,0.084288,0.595176,785.722,home,0,0
6,6.0,1.4,2.72,6430.7067,3707.1497,3317.6089,3627.5458,617.0688,2043.822,612.1457,3277.861,774.2273,2101.9779,0.0,7970700.2838,3659.9629,0.413233,373.134228,388.30418,591.565534,662.663497,1331.16266,0.081498,0.756262,784.722,home,0,0
7,7.0,3.56,5.56,5684.2298,3476.6384,5112.2454,3641.5359,439.5837,379.6324,100.9246,230.8615,797.8263,665.7176,15024.107,115009.4226,770.0937,0.260255,345.184359,570.573517,580.087759,1003.282914,1553.835032,0.091709,1.211344,783.722,home,0,0
8,8.0,3.48,4.8,5771.374,2929.7289,5458.0077,3016.1796,1375.4102,1477.7597,1130.7242,1380.7628,2048.046,2240.3337,351704.6414,591836.8593,420.7161,0.31799,419.014624,636.51774,636.301743,1021.610201,1403.277851,0.087463,1.236217,782.722,home,0,0
9,9.0,2.16,4.2,5720.1728,4572.8524,6079.0089,3918.621,1405.5,4113.5753,1473.2201,7580.5636,1528.2104,3438.6256,748400.0917,20563838.3834,1602.3163,0.470528,375.800763,858.661943,603.656643,1596.964717,1378.647007,0.094693,1.61437,781.722,home,0,0
10,10.0,2.4,3.4,5068.8976,3709.6493,3841.1279,4416.7549,1266.223,2473.9729,660.2506,3675.6877,2055.8731,3103.9557,350273.0061,7910594.4839,1442.1449,0.435108,352.148392,936.755984,624.587927,1827.755834,1256.799449,0.088766,1.649511,780.722,home,0,0
11,11.0,2.8,3.64,4145.8419,4052.3134,3502.0215,4531.7937,1281.0941,2141.7269,1292.9959,3216.3807,1986.9581,2725.7695,1239477.6281,5857572.7419,827.1866,0.441946,338.154565,953.43127,672.562478,1849.152785,1312.054279,0.085157,1.702817,779.722,home,0,0
12,12.0,2.4,2.8,4917.2127,3880.5574,4027.6513,3625.0671,2038.6787,2931.9296,2337.7151,4211.9513,2504.4433,2652.1485,739066.698,2020644.9139,961.1773,0.383882,373.459882,959.54063,684.291874,1793.808067,1271.783797,0.061421,1.574702,778.722,home,0,0
13,13.0,2.6,2.48,5375.2167,3872.6226,5650.7518,2914.6363,1636.8222,1035.1869,1749.3863,1553.9169,2009.8352,725.9336,58337.1815,57154.959,1526.1136,0.226104,387.840708,1127.471219,692.467054,2007.274606,1292.126402,0.076788,1.899556,777.722,home,0,0
14,14.0,7.52,6.12,5916.5896,3409.3789,5565.1751,4652.9785,1527.1724,1238.7631,1971.8596,1822.7053,2955.0326,2025.5399,5823955.2623,3959521.3755,1302.1092,0.50746,396.698931,1100.519071,695.600688,2006.609374,865.248612,0.09972,1.712366,776.722,home,0,0
15,15.0,8.6,8.0,6630.6723,3452.4395,6211.6845,4008.4047,1446.0225,1365.1465,2197.6804,2301.9205,2656.7542,2163.5238,5859543.7866,5278532.7149,719.3715,0.496561,326.485932,1088.770596,602.27191,2040.337782,852.904563,0.098115,1.596709,775.722,home,0,0
16,16.0,9.0,6.04,5480.653,3435.9706,5338.6189,3502.0346,732.4837,728.2814,1061.0587,952.7434,1218.9941,1206.2899,2148131.4081,982610.5235,230.8876,0.219044,336.132929,1102.375095,654.719514,2051.167003,719.012991,0.119112,1.659254,774.722,home,0,0
17,17.0,9.84,6.52,4589.2663,3382.7509,4478.7565,3263.1163,645.4525,274.1889,945.4274,523.3022,284.6184,136.8057,318472.1238,93130.9391,231.4223,0.101939,327.087541,981.36539,615.160536,1789.411184,430.079533,0.115525,1.216695,773.722,home,0,0
18,18.0,8.68,8.72,7166.8442,3681.5784,6469.2452,3839.9139,1440.5058,1700.9217,1629.1703,2176.8069,2913.3145,3202.7257,2881994.0281,6155360.7703,757.7142,0.558336,313.010226,1014.225938,580.554865,1839.771533,447.770965,0.155391,1.44414,772.722,home,0,0
19,19.0,8.4,6.76,5946.6412,3558.2889,5941.2319,3521.8636,1180.4512,1550.2512,1206.915,1753.7633,2157.8484,2651.9737,1532941.8455,2113267.3304,597.19,0.402986,336.006696,765.711434,588.530812,1262.095805,345.663357,0.155672,0.967194,771.722,home,0,0
20,20.0,10.0,6.56,4815.3395,3173.3508,5107.9512,3354.5011,486.5015,1373.4831,686.0401,1903.564,611.9973,892.2333,433482.1926,383013.376,490.4353,0.291625,391.473962,619.428,559.321346,886.588283,340.321683,0.163266,0.76371,770.722,home,0,0
21,21.0,8.2,4.96,6949.7248,3868.8365,6587.3938,4338.2454,1834.7055,1840.9425,3032.4496,3329.8216,2663.5253,1700.6117,8280688.6816,5297331.1087,794.622,0.519198,524.807242,632.949336,730.687763,983.283342,309.244517,0.18534,1.097694,769.722,home,0,0
22,22.0,8.0,7.84,8222.6652,4426.8936,7697.2337,4988.4081,1636.6317,2388.4391,2874.4103,4778.796,2262.4966,2864.9267,7516105.1228,8557176.9123,770.009,0.461056,468.856157,608.678731,642.019774,1028.623718,298.30675,0.185348,1.000176,768.722,home,0,0
23,23.0,6.84,8.16,8426.8411,4079.929,7658.9394,4523.578,1430.3953,2693.5157,2385.4581,5379.4041,2112.0988,3331.5239,4903359.2894,16299350.1537,946.2169,0.522513,449.294147,449.512119,632.082114,822.881092,259.433911,0.175716,0.696095,767.722,home,0,0
24,24.0,7.4,7.28,7806.2954,4072.8652,6434.6835,4669.1992,2021.5722,2739.5015,3372.9599,5634.492,2614.689,2864.6021,10036606.6437,16131835.0761,1546.6797,0.576109,497.446849,433.753077,708.584955,821.511035,297.079749,0.15294,0.673321,766.722,home,0,0
25,25.0,6.52,4.64,6477.0119,3042.2684,4868.9448,3926.3876,2868.3687,4017.698,5568.7683,6987.789,3660.1378,5053.4827,17755194.2305,28129088.1616,2057.5869,0.663912,574.011509,548.934379,905.583719,908.919223,289.896701,0.16063,0.992855,765.722,home,0,0
26,26.0,8.0,5.0,6836.1913,4022.2678,6576.1458,4711.9764,2325.8065,2713.621,4338.3829,4597.0238,3039.8553,2892.0199,14100277.9533,10621262.7371,865.2166,0.597109,556.913848,615.655557,914.960084,1013.07803,360.285344,0.139559,1.021322,764.722,home,0,0
27,27.0,7.24,5.28,6704.3279,3807.1325,6979.9426,4339.9813,2426.4065,3202.5569,4085.4061,5945.2663,3315.912,3070.0658,14251732.1606,14703195.5164,652.5735,0.653547,558.270723,619.139895,928.69463,1104.958152,381.496188,0.133492,1.054189,763.722,home,0,0
28,28.0,6.72,6.2,7240.5687,3779.3273,6751.2389,4404.4338,2270.057,2434.045,3506.2577,4135.337,3358.5201,2729.1899,12733289.8269,9928169.3777,838.8196,0.614823,494.400337,553.317811,918.23518,1120.600607,347.491612,0.091725,0.721162,762.722,home,0,0
29,29.0,5.32,5.16,6907.7232,2718.9562,6126.6163,3379.2241,2903.1939,2962.4339,4238.6426,5576.5523,4519.8463,3080.0591,18140349.1067,15423048.439,1087.3492,0.678674,531.708568,591.089651,949.248142,1222.417781,356.292151,0.082575,0.79942,761.722,home,0,0
30,30.0,5.72,6.68,6715.7737,2657.2975,6745.4119,2949.2243,832.3619,1145.0436,586.6539,811.6299,1482.3219,2174.7784,415399.5638,1569211.885,454.2198,0.321821,669.396795,755.151878,1262.359528,1683.929952,408.929618,0.107124,1.543754,760.722,home,0,0
31,31.0,5.8,7.88,6597.1503,2889.3058,6177.6336,3096.9422,1523.4266,1460.8296,909.7068,1927.9528,2916.3955,3149.9425,3397691.7719,6005343.8129,581.3362,0.526388,603.682872,739.984537,1060.023877,1652.936475,391.222585,0.104823,1.341604,759.722,home,0,0
